ts_ms,total_value,grid_alpha_net,grid_alpha_brut,mtm,recoloc_cost_cum,rebal_fees_cum,reloc_count,rebal_count
1778598060000,487.6317,-2.4104,-2.3332,-10.0351,0.0772,0.0,2,0
1778599860000,487.17,-2.4104,-2.3332,-10.4967,0.0772,0.0,2,0
1778601660000,487.303,-2.4104,-2.3332,-10.3638,0.0772,0.0,2,0
1778603460000,487.4496,-2.4104,-2.3332,-10.2172,0.0772,0.0,2,0
1778605260000,486.8675,-2.4104,-2.3332,-10.7992,0.0772,0.0,2,0
1778607060000,488.1156,-2.2455,-2.1684,-9.716,0.0772,0.0,2,0
1778608860000,488.5581,-2.2455,-2.1684,-9.2736,0.0772,0.0,2,0
1778610660000,488.6149,-2.2455,-2.1684,-9.2167,0.0772,0.0,2,0
1778612460000,489.0468,-2.1596,-2.0824,-8.8708,0.0772,0.0,2,0
1778614260000,489.3278,-2.1596,-2.0824,-8.5898,0.0772,0.0,2,0
1778616060000,489.457,-2.0809,-2.0037,-8.5393,0.0772,0.0,2,0
1778617860000,489.313,-2.0809,-2.0037,-8.6833,0.0772,0.0,2,0
1778619660000,489.2749,-2.0809,-2.0037,-8.7213,0.0772,0.0,2,0
1778621460000,489.2366,-2.0809,-2.0037,-8.7597,0.0772,0.0,2,0
1778623260000,489.4468,-2.0809,-2.0037,-8.5495,0.0772,0.0,2,0
1778625060000,489.2336,-2.0809,-2.0037,-8.7627,0.0772,0.0,2,0
1778626860000,489.1836,-2.0809,-2.0037,-8.8127,0.0772,0.0,2,0
1778628660000,489.0656,-2.0809,-2.0037,-8.9306,0.0772,0.0,2,0
