ts_ms,total_value,grid_alpha_net,grid_alpha_brut,mtm,recoloc_cost_cum,rebal_fees_cum,reloc_count,rebal_count
1747590960000,995.8574,0.0476,0.0476,-4.1902,0.0,0.0,0,0
1747605360000,985.4488,-8.2226,-7.969,-6.5822,0.2536,0.0,9,0
1747619760000,984.0338,-7.0188,-6.3887,-9.5775,0.6301,0.0,19,0
1747634160000,977.2241,-11.2051,-10.4712,-12.3046,0.7339,0.0,22,0
1747648560000,979.805,-11.3193,-10.5758,-9.6193,0.7435,0.0,23,0
1747662960000,981.8632,-10.347,-9.5657,-8.5711,0.7813,0.0,24,0
1747677360000,985.5288,-8.7445,-7.8204,-6.6509,0.9241,0.0,28,0
1747691760000,985.5268,-9.2055,-8.2141,-6.2591,0.9915,0.0,30,0
1747706160000,988.5549,-6.9383,-5.8848,-5.5604,1.0535,0.0,32,0
1747720560000,986.4251,-7.1649,-5.9986,-7.5763,1.1663,0.0,36,0
1747734960000,983.3415,-8.6158,-7.3026,-9.3559,1.3132,0.0,39,0
1747749360000,980.1913,-10.7071,-9.3472,-10.4615,1.3599,0.0,41,0
1747763760000,984.5014,-9.8809,-8.4498,-7.0488,1.4311,0.0,42,0
1747778160000,986.179,-8.3526,-6.8428,-6.9782,1.5098,0.0,44,0
1747792560000,987.1689,-7.6913,-6.0722,-6.7589,1.6191,0.0,46,0
1747806960000,991.0159,-5.7041,-4.0468,-4.9372,1.6572,0.0,47,0
1747821360000,986.588,-5.6416,-3.9623,-9.4497,1.6793,0.0,48,0
1747835760000,989.6901,-4.9061,-3.2267,-7.0832,1.6793,0.0,48,0
1747850160000,982.6488,-7.141,-5.2301,-12.1211,1.9109,0.0,55,0
1747864560000,988.9595,-6.5076,-4.5381,-6.5024,1.9695,0.0,56,0
1747878960000,994.207,-2.0244,0.0902,-5.8832,2.1146,0.0,62,0
1747893360000,996.3517,0.9039,3.1159,-6.7641,2.212,0.0,64,0
1747907760000,996.2355,3.1106,5.3742,-9.1386,2.2636,0.0,66,0
1747922160000,995.6632,3.2225,5.5949,-9.9317,2.3724,0.0,68,0
1747936560000,997.7038,4.1133,6.4857,-8.7819,2.3724,0.0,68,0
1747950960000,996.535,4.3217,6.694,-10.1591,2.3724,0.0,68,0
1747965360000,999.1819,5.7656,8.1898,-9.0078,2.4242,0.0,70,0
1747979760000,1000.3658,7.1602,9.5844,-9.2186,2.4242,0.0,70,0
1747994160000,1001.9391,8.2102,10.7275,-8.7884,2.5173,0.0,72,0
1748008560000,989.9929,-3.2003,-0.361,-9.6462,2.8393,0.0,82,0
1748022960000,988.8978,-4.3516,-1.2814,-9.8208,3.0702,0.0,87,0
1748037360000,983.1123,-5.747,-2.6163,-14.2714,3.1308,0.0,89,0
1748051760000,981.8269,-7.3127,-4.1432,-14.0299,3.1695,0.0,91,0
1748066160000,984.4777,-7.1998,-4.0303,-11.492,3.1695,0.0,91,0
1748080560000,985.0452,-6.8357,-3.6662,-11.2885,3.1695,0.0,91,0
1748094960000,984.1001,-7.2352,-4.0079,-11.892,3.2273,0.0,93,0
1748109360000,985.8256,-6.9795,-3.7522,-10.4222,3.2273,0.0,93,0
1748123760000,984.9013,-6.8778,-3.6504,-11.4483,3.2273,0.0,93,0
1748138160000,980.4184,-8.3436,-5.0701,-14.5115,3.2735,0.0,95,0
1748152560000,982.782,-7.9376,-4.6641,-12.5539,3.2735,0.0,95,0
1748166960000,979.2702,-10.7805,-7.4616,-13.2682,3.3189,0.0,97,0
1748181360000,981.502,-10.9335,-7.5779,-10.9201,3.3556,0.0,98,0
1748195760000,981.2808,-10.6881,-7.3325,-11.3867,3.3556,0.0,98,0
1748210160000,981.7092,-10.2982,-6.9426,-11.3482,3.3556,0.0,98,0
1748224560000,983.5812,-8.5847,-5.1008,-11.318,3.4838,0.0,102,0
1748238960000,985.2756,-8.227,-4.7432,-9.9812,3.4838,0.0,102,0
