ts_ms,total_value,grid_alpha_net,grid_alpha_brut,mtm,recoloc_cost_cum,rebal_fees_cum,reloc_count,rebal_count
1747590960000,990.0901,-0.0053,-0.0053,-9.9047,0.0,0.0,0,0
1747605360000,980.3535,-6.4702,-6.4333,-13.2133,0.0369,0.0,1,0
1747619760000,984.2509,-3.7496,-3.6829,-12.0662,0.0667,0.0,2,0
1747634160000,977.1502,-4.8653,-4.7862,-18.0637,0.0791,0.0,3,0
1747648560000,979.5636,-4.1463,-4.0672,-16.3692,0.0791,0.0,3,0
1747662960000,982.5535,-3.4626,-3.3835,-14.0629,0.0791,0.0,3,0
1747677360000,988.5422,-2.0908,-2.0117,-9.4461,0.0791,0.0,3,0
1747691760000,989.4124,-1.5414,-1.4623,-9.1253,0.0791,0.0,3,0
1747706160000,991.5122,-0.4897,-0.3723,-8.1155,0.1174,0.0,4,0
1747720560000,990.7867,-0.2994,-0.1614,-9.052,0.138,0.0,5,0
1747734960000,988.9115,0.0002,0.1382,-11.2267,0.138,0.0,5,0
1747749360000,985.3992,0.0002,0.1382,-14.739,0.138,0.0,5,0
1747763760000,990.3517,0.3198,0.538,-10.1863,0.2182,0.0,7,0
1747778160000,992.7592,1.0766,1.2948,-8.5356,0.2182,0.0,7,0
1747792560000,994.6759,2.3771,2.5953,-7.9194,0.2182,0.0,7,0
1747806960000,999.0607,3.6283,3.8465,-4.7858,0.2182,0.0,7,0
1747821360000,995.2774,4.7336,4.9517,-9.6743,0.2182,0.0,7,0
1747835760000,998.1003,5.0225,5.2407,-7.1404,0.2182,0.0,7,0
1747850160000,990.4034,7.5321,7.8182,-17.4148,0.286,0.0,9,0
1747864560000,998.6004,8.5184,8.8044,-10.204,0.286,0.0,9,0
1747878960000,1005.0184,10.7257,11.0118,-5.9933,0.286,0.0,9,0
1747893360000,1008.2997,14.203,14.489,-6.1893,0.286,0.0,9,0
1747907760000,1008.8093,15.7007,16.0393,-7.2299,0.3386,0.0,11,0
1747922160000,1008.0579,16.1561,16.4947,-8.4368,0.3386,0.0,11,0
1747936560000,1009.3832,16.5868,16.9254,-7.5422,0.3386,0.0,11,0
1747950960000,1008.3059,16.5868,16.9254,-8.6195,0.3386,0.0,11,0
1747965360000,1011.2039,17.1947,17.5333,-6.3294,0.3386,0.0,11,0
1747979760000,1012.6408,18.341,18.6795,-6.0387,0.3386,0.0,11,0
1747994160000,1013.5872,19.0996,19.4382,-5.851,0.3386,0.0,11,0
1748008560000,1007.6658,18.5145,18.9621,-11.2963,0.4476,0.0,13,0
1748022960000,1009.1464,19.265,19.7126,-10.5662,0.4476,0.0,13,0
1748037360000,1004.9503,19.265,19.7126,-14.7622,0.4476,0.0,13,0
1748051760000,1003.2427,19.4012,19.8488,-16.6061,0.4476,0.0,13,0
1748066160000,1006.089,19.6939,20.1415,-14.0525,0.4476,0.0,13,0
1748080560000,1006.5127,19.6939,20.1415,-13.6288,0.4476,0.0,13,0
1748094960000,1006.7767,20.1215,20.5692,-13.7925,0.4476,0.0,13,0
1748109360000,1008.1839,20.1215,20.5692,-12.3853,0.4476,0.0,13,0
1748123760000,1007.3793,20.1215,20.5692,-13.1898,0.4476,0.0,13,0
1748138160000,1002.3064,18.8691,19.3257,-17.0193,0.4566,0.0,14,0
1748152560000,1004.4524,18.8536,19.3103,-14.8579,0.4566,0.0,14,0
1748166960000,1001.9893,18.9902,19.4468,-17.4575,0.4566,0.0,14,0
1748181360000,1004.6852,19.1266,19.5832,-14.898,0.4566,0.0,14,0
1748195760000,1004.1859,19.1266,19.5832,-15.3973,0.4566,0.0,14,0
1748210160000,1004.5544,19.4196,19.8762,-15.3218,0.4566,0.0,14,0
1748224560000,1008.6378,19.9741,20.4307,-11.793,0.4566,0.0,14,0
1748238960000,1009.6685,19.9741,20.4307,-10.7622,0.4566,0.0,14,0
1748253360000,1008.2375,19.8918,20.3692,-12.1317,0.4774,0.0,15,0
1748267760000,1008.2419,19.8918,20.3692,-12.1273,0.4774,0.0,15,0
1748282160000,1007.1838,20.0279,20.5053,-13.3215,0.4774,0.0,15,0
1748296560000,1009.1406,20.4672,20.9446,-11.804,0.4774,0.0,15,0
1748310960000,1005.344,20.4672,20.9446,-15.6006,0.4774,0.0,15,0
1748325360000,1008.3368,21.0317,21.5091,-13.1722,0.4774,0.0,15,0
1748339760000,1009.9975,21.5064,21.9838,-11.9863,0.4774,0.0,15,0
1748354160000,1010.4482,22.1346,22.6518,-12.2036,0.5172,0.0,16,0
1748368560000,1013.1334,22.8369,23.354,-10.2207,0.5172,0.0,16,0
1748382960000,1010.4293,22.8369,23.354,-12.9247,0.5172,0.0,16,0
1748397360000,1009.3961,22.8369,23.354,-13.9579,0.5172,0.0,16,0
1748411760000,1009.6108,22.8369,23.354,-13.7432,0.5172,0.0,16,0
1748426160000,1009.868,22.8369,23.354,-13.486,0.5172,0.0,16,0
1748440560000,1009.5455,23.1163,23.6334,-14.0879,0.5172,0.0,16,0
1748454960000,1007.1157,22.2361,22.7626,-15.6469,0.5265,0.0,17,0
1748469360000,1005.9056,22.3759,22.9024,-16.9968,0.5265,0.0,17,0
1748483760000,1008.3445,21.3442,21.9166,-13.5721,0.5724,0.0,18,0
1748498160000,1008.4543,23.2295,23.802,-15.3477,0.5724,0.0,18,0
1748512560000,1010.9458,23.8191,24.3916,-13.4458,0.5724,0.0,18,0
1748526960000,1009.6081,23.7165,24.289,-14.6809,0.5724,0.0,18,0
1748541360000,1007.5037,24.0129,24.5853,-17.0816,0.5724,0.0,18,0
1748555760000,1007.6274,24.0129,24.5853,-16.9579,0.5724,0.0,18,0
1748570160000,1001.267,19.8773,20.5033,-19.2363,0.6259,0.0,20,0
1748584560000,1004.0334,19.2438,19.8698,-15.8364,0.6259,0.0,20,0
1748598960000,1001.8079,19.2438,19.8698,-18.0619,0.6259,0.0,20,0
1748613360000,998.8831,19.2438,19.8698,-20.9866,0.6259,0.0,20,0
1748627760000,995.818,17.1314,17.7864,-21.9684,0.655,0.0,21,0
1748642160000,998.4666,16.974,17.629,-19.1624,0.655,0.0,21,0
1748656560000,990.8761,15.5832,16.2471,-25.3711,0.664,0.0,22,0
1748670960000,993.8235,15.9867,16.6507,-22.8272,0.664,0.0,22,0
1748685360000,993.5074,15.9867,16.6507,-23.1433,0.664,0.0,22,0
1748699760000,995.2296,16.3899,17.0539,-21.8243,0.664,0.0,22,0
1748714160000,995.5312,16.5453,17.2093,-21.678,0.664,0.0,22,0
1748728560000,997.5207,16.0949,16.7589,-19.2381,0.664,0.0,22,0
1748742960000,994.0544,16.0949,16.7589,-22.7045,0.664,0.0,22,0
1748757360000,995.7968,16.0949,16.7589,-20.962,0.664,0.0,22,0
