ts_ms,total_value,grid_alpha_net,grid_alpha_brut,mtm,recoloc_cost_cum,rebal_fees_cum,reloc_count,rebal_count
1747590960000,993.9313,-0.0053,-0.0053,-6.0634,0.0,0.0,0,0
1747605360000,984.8095,-7.2017,-7.0842,-8.1064,0.1175,0.0,4,0
1747619760000,986.7936,-4.047,-3.8612,-9.3452,0.1858,0.0,7,0
1747634160000,979.4974,-4.96,-4.7452,-15.7574,0.2148,0.0,8,0
1747648560000,981.3292,-8.0821,-7.7999,-10.8709,0.2822,0.0,10,0
1747662960000,982.8861,-8.1523,-7.8231,-9.2908,0.3292,0.0,11,0
1747677360000,986.351,-7.7444,-7.3182,-6.3308,0.4263,0.0,14,0
1747691760000,987.2877,-7.0083,-6.5821,-6.1302,0.4263,0.0,14,0
1747706160000,988.8575,-5.4937,-5.029,-6.1135,0.4647,0.0,15,0
1747720560000,987.5858,-5.7845,-5.2295,-7.1847,0.5551,0.0,17,0
1747734960000,985.062,-6.943,-6.3685,-8.5696,0.5745,0.0,18,0
1747749360000,981.281,-8.896,-8.2845,-10.4344,0.6115,0.0,19,0
1747763760000,986.1859,-7.8588,-7.1767,-6.6374,0.6822,0.0,20,0
1747778160000,988.0937,-6.5645,-5.8824,-6.0239,0.6822,0.0,20,0
1747792560000,988.2423,-4.8402,-4.0631,-7.6947,0.7772,0.0,21,0
1747806960000,991.924,-3.8205,-2.9377,-5.1383,0.8828,0.0,24,0
1747821360000,986.2046,-3.3912,-2.5084,-11.287,0.8828,0.0,24,0
1747835760000,990.6032,-2.5759,-1.6931,-7.7038,0.8828,0.0,24,0
1747850160000,985.2638,-1.8307,-0.9021,-13.8341,0.9286,0.0,26,0
1747864560000,992.5116,-0.7027,0.2259,-7.7143,0.9286,0.0,26,0
1747878960000,997.7222,1.1455,2.1725,-4.4503,1.0271,0.0,29,0
1747893360000,999.7078,3.936,5.0219,-5.3142,1.0859,0.0,31,0
1747907760000,1000.3605,5.5973,6.6832,-6.3228,1.0859,0.0,31,0
