ts_ms,total_value,grid_alpha_net,grid_alpha_brut,mtm,recoloc_cost_cum,rebal_fees_cum,reloc_count,rebal_count
1747590960000,993.9313,-0.0053,-0.0053,-6.0634,0.0,0.0,0,0
1747605360000,983.5619,-9.3671,-9.1876,-7.2504,0.1795,0.0,7,0
1747619760000,983.289,-7.0436,-6.6379,-10.0732,0.4057,0.0,16,0
1747634160000,977.3926,-11.0547,-10.5812,-12.0262,0.4735,0.0,19,0
1747648560000,979.9869,-10.9752,-10.497,-9.5162,0.4782,0.0,20,0
1747662960000,981.4131,-11.0355,-10.5272,-8.0597,0.5083,0.0,21,0
1747677360000,986.1772,-8.8674,-8.2867,-5.5361,0.5807,0.0,24,0
1747691760000,986.8802,-8.3138,-7.7331,-5.3867,0.5807,0.0,24,0
1747706160000,989.4033,-6.9436,-6.3018,-4.2949,0.6419,0.0,27,0
1747720560000,988.1285,-6.4775,-5.7689,-6.1026,0.7086,0.0,30,0
1747734960000,986.1752,-6.4011,-5.6453,-8.1794,0.7557,0.0,31,0
1747749360000,982.6474,-7.8204,-7.0037,-10.349,0.8167,0.0,34,0
1747763760000,987.7196,-6.5273,-5.6633,-6.617,0.864,0.0,35,0
1747778160000,989.8001,-5.5999,-4.6977,-5.5022,0.9022,0.0,37,0
1747792560000,990.4616,-3.7011,-2.7044,-6.834,0.9967,0.0,39,0
1747806960000,995.4888,-2.1821,-1.1701,-3.3411,1.012,0.0,40,0
1747821360000,989.8734,-2.5325,-1.4903,-8.6363,1.0423,0.0,41,0
1747835760000,993.208,-1.8742,-0.8319,-5.9601,1.0423,0.0,41,0
1747850160000,987.2031,-0.8944,0.288,-13.0849,1.1824,0.0,48,0
1747864560000,993.5746,0.1227,1.3521,-7.7775,1.2294,0.0,49,0
1747878960000,999.3733,2.7927,4.1188,-4.7455,1.3261,0.0,53,0
1747893360000,1002.666,5.4991,6.8762,-4.2102,1.3771,0.0,55,0
1747907760000,1002.6143,7.4119,8.828,-6.2138,1.4161,0.0,57,0
1747922160000,1001.7526,7.7515,9.1676,-7.415,1.4161,0.0,57,0
1747936560000,1003.3956,8.4199,9.836,-6.4404,1.4161,0.0,57,0
1747950960000,1002.4939,8.5002,9.9163,-7.4224,1.4161,0.0,57,0
1747965360000,1005.5915,9.6922,11.1241,-5.5326,1.4319,0.0,58,0
1747979760000,1007.1466,11.3076,12.7632,-5.6165,1.4556,0.0,59,0
1747994160000,1008.3345,11.7224,13.2168,-4.8823,1.4944,0.0,61,0
