ts_ms,total_value,grid_alpha_net,grid_alpha_brut,mtm,recoloc_cost_cum,rebal_fees_cum,reloc_count,rebal_count
1747590960000,993.9313,-0.0053,-0.0053,-6.0634,0.0,0.0,0,0
1747605360000,984.6012,-6.9588,-6.8413,-8.5575,0.1176,0.0,4,0
1747619760000,985.4534,-5.0744,-4.7969,-9.7496,0.2775,0.0,10,0
1747634160000,979.166,-9.5029,-9.1525,-11.6814,0.3503,0.0,13,0
1747648560000,981.904,-8.8747,-8.5244,-9.5715,0.3503,0.0,13,0
1747662960000,983.6617,-8.2325,-7.8822,-8.4561,0.3503,0.0,13,0
1747677360000,987.9717,-7.2026,-6.7528,-5.2756,0.4498,0.0,16,0
1747691760000,988.6531,-6.6858,-6.2155,-5.1314,0.4703,0.0,17,0
1747706160000,991.3219,-4.3544,-3.8841,-4.7939,0.4703,0.0,17,0
1747720560000,989.4246,-4.3586,-3.7317,-6.8438,0.6269,0.0,21,0
1747734960000,986.4759,-4.2834,-3.6518,-9.8724,0.6316,0.0,22,0
1747749360000,982.9928,-5.9824,-5.204,-11.8032,0.7783,0.0,25,0
1747763760000,988.2106,-4.2747,-3.4252,-8.3642,0.8495,0.0,26,0
1747778160000,988.7627,-5.7885,-4.8521,-6.3852,0.9364,0.0,29,0
1747792560000,990.4213,-4.5135,-3.5771,-6.0016,0.9364,0.0,29,0
1747806960000,993.9851,-2.9846,-2.0099,-4.005,0.9747,0.0,31,0
1747821360000,989.1882,-2.9775,-1.9981,-8.8137,0.9794,0.0,32,0
1747835760000,992.6893,-2.682,-1.7026,-5.6081,0.9794,0.0,32,0
1747850160000,986.557,-1.5977,-0.4901,-12.9529,1.1076,0.0,37,0
1747864560000,992.1274,-0.4133,0.7923,-8.6649,1.2056,0.0,40,0
1747878960000,998.6629,2.5841,3.8334,-5.1705,1.2492,0.0,42,0
1747893360000,1001.4098,4.3919,5.7076,-4.2978,1.3157,0.0,44,0
1747907760000,1001.0936,6.0797,7.4423,-6.3486,1.3625,0.0,46,0
1747922160000,1000.0096,6.6682,8.0307,-8.0211,1.3625,0.0,46,0
1747936560000,1001.2815,6.9081,8.3176,-7.0361,1.4094,0.0,47,0
